FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
1265,1656,10006553,KENNETT COMMUNITY SUPERVISION CENTER,1401 LAURA DRIVE,KENNETT,MO,63857,NOT AVAILABLE,(573) 888-4900,STATE,OPEN,41,DUNKLIN,29069,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2016.php,7/7/2016,IMAGERY,2017/12/07 00:00:00,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,30,0.00269142324645,330.521889601687,2.78350258133e-07
1266,1657,10006791,JACKSON COUNTY YOUTH CENTER,930 FLEMING AVENUE,JACKSON,MI,49202,NOT AVAILABLE,(517) 788-4460,COUNTY,OPEN,-999,JACKSON,26075,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.co.jackson.mi.us/593/Youth-Center,3/20/2018,IMAGERY,2018/03/20 00:00:00,https://www.co.jackson.mi.us/593/Youth-Center,JUVENILE,50,0.00520162509173,661.890480359168,5.6719191277e-07
1267,1658,10004563,NASSAU COUNTY JAIL AND DETENTION CENTER,76212 NICHOLAS CUTINHA ROAD,YULEE,FL,32097,NOT AVAILABLE,(904) 548-4002,COUNTY,OPEN,238,NASSAU,12089,USA,922140,CORRECTIONAL INSTITUTIONS,http://nassauso.com/,2/21/2018,IMAGERY,2018/02/21 00:00:00,http://nassauso.com/,NOT AVAILABLE,-999,0.00435176241241,517.741185450623,7.90841847754e-07
1268,1659,10004907,DELAWARE COUNTY JUVENILE DETENTION CENTER,3412 W KILGORE AVE,MUNCIE,IN,47304,NOT AVAILABLE,(765) 741-4940,COUNTY,OPEN,27,DELAWARE,18035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.in.gov/idoc/dys/2481.htm,3/5/2018,IMAGERY,2018/03/05 00:00:00,http://www.yocinc.org/programs/,JUVENILE,42,0.00192041948448,253.796893985044,2.20149155676e-07
1269,1660,10002795,ECTOR COUNTY DETENTION CENTER,2500 S US HWY 385,ODESSA,TX,79760,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,576,ECTOR,48135,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.ectorcountysheriff.us/index.html",3/1/2018,IMAGERY,2018/04/26 00:00:00,http://www.ectorcountysheriff.us/index.html,NOT AVAILABLE,667,0.00918396871711,1094.8363522825,3.21017873689e-06
1270,1661,10006835,PERSHING COUNTY JAIL / SHERIFF,395 9TH ST,LOVELOCK,NV,89419,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,PERSHING,32027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.pershingcounty.net/government/sheriff_s_office/index.php,4/9/2018,IMAGERY,2018/04/09 00:00:00,http://www.pershingcounty.net/government/sheriff_s_office/index.php,NOT AVAILABLE,-999,0.00146102383033,184.057869862319,9.01419584361e-08
1271,1662,10003774,"PENITENTIARY OF NEW MEXICO, LEVEL V UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,OPEN,300,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/apd/facilities.html,12/18/2017,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MAXIMUM,-999,0.0159169945957,1963.41415699161,1.46367598757e-05
1272,1663,10001592,LUNENBURG CORRECTIONAL CENTER,690 FALLS RD,VICTORIA,VA,23974,NOT AVAILABLE,(434) 696-2045,STATE,OPEN,975,LUNENBURG,51111,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,3/9/2017,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MEDIUM,987,0.014817477276,1809.42687748194,1.33998498624e-05
1273,1664,10003320,MARION CORRECTIONAL TREATMENT CENTER,110 WRIGHT ST,MARION,VA,24354,3145,(276) 783-7154,STATE,OPEN,264,SMYTH,51173,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,5/17/2017,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,379,0.00570832075318,710.240921778183,2.28585566624e-06
1274,1665,10003333,PATRICK HENRY CORRECTIONAL UNIT #28,18155 A L PHILPOTT HWY,RIDGEWAY,VA,24148,NOT AVAILABLE,(276) 957-2234,STATE,OPEN,136,HENRY,51089,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,9/21/2015,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MINIMUM,138,0.00726381520212,898.516995895724,1.34087259815e-06
1275,1666,10003278,MEDICAL COLLEGE OF VIRGINIA SECURITY WARD,401 N 12TH ST,RICHMOND,VA,23219,NOT AVAILABLE,(804) 828-0804,STATE,OPEN,15,RICHMOND CITY,51760,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,1/19/2018,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,NOT AVAILABLE,-999,0.00208960209542,257.157649827225,2.62552650287e-07
1276,1667,10001589,NOTTOWAY CORRECTIONAL CENTER,2892 SCHUTT RD,BURKEVILLE,VA,23922,NOT AVAILABLE,(434) 767-5543,STATE,OPEN,1432,NOTTOWAY,51135,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,6/2/2017,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,1475,0.0126337264799,1526.72243281225,1.00638915813e-05
1277,1668,10006555,FULTON COMMUNITY SUPERVISION CENTER,1397 STATE ROAD O,FULTON,MO,65251,NOT AVAILABLE,(573) 592-4061,STATE,OPEN,25,CALLAWAY,29027,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2015.php,8/11/2015,IMAGERY,2017/12/07 00:00:00,https://doc.mo.gov/Facilities.php,NOT AVAILABLE,32,0.00269263799764,336.085850808796,2.83190899973e-07
1278,1669,10005834,POCAHONTAS STATE CORRECTIONAL CENTER,317 OLD MOUNTAIN ROAD,POCAHONTAS,VA,24635,0518,(276) 945-9173,STATE,OPEN,1026,TAZEWELL,51185,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,5/11/2017,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MEDIUM,1034,0.00955555882316,1171.54808922039,6.49165703887e-06
1279,1670,10003848,KALAMAZOO COUNTY JAIL,1500 LAMONT AVE,KALAMAZOO,MI,49048,NOT AVAILABLE,(269) 383-8821,COUNTY,OPEN,307,KALAMAZOO,26077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kalcounty.com/sheriff/index.php,3/21/2018,IMAGERY,2018/03/21 00:00:00,http://www.kalcounty.com/sheriff/index.php,NOT AVAILABLE,400,0.00812409418543,1073.67038475234,1.51428458695e-06
1280,1671,10001581,POWHATAN RECEPTION CENTER,3600 WOODS WAY,STATE FARM,VA,23160,NOT AVAILABLE,(804) 598-4251,STATE,OPEN,326,POWHATAN,51145,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,7/26/2016,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,518,0.00368722984782,458.769344219877,8.40496843586e-07
1281,1672,10001901,JEFFREY C. WARDLE ACADEMY,3304 INTERSTATE 80 SERVICE RD,CHEYENNE,WY,82009,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,LARAMIE,56021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.publicschoolreview.com/jeffrey-c-wardle-academy-cornerstone-programs-profile,5/11/2018,IMAGERY,2018/05/11 00:00:00,NOT AVAILABLE,JUVENILE,96,0.00381169306789,486.65051338272,3.33989634209e-07
1282,1673,10004060,TRANSITION CENTER OF ST. LOUIS,1621 NORTH FIRST ST,ST. LOUIS,MO,63102,NOT AVAILABLE,(314) 877-0300,STATE,OPEN,372,ST. LOUIS CITY,29510,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.mo.gov/OD/PREA-2016.php,7/8/2016,IMAGERY,2017/12/07 00:00:00,https://doc.mo.gov/Facilities.php,MINIMUM,538,0.0071742413172,958.322017352628,2.69055059078e-06
1283,1674,10005841,BRUCE NORMILE JUVENILE JUSTICE CENTER,1400 SOUTH BOUNDARY STREET,KIRKSVILLE,MO,63501,NOT AVAILABLE,(660) 665-4224,STATE,OPEN,-999,ADAIR,29001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.juvenilecircuit2.org/juvenile-center-history,12/7/2017,IMAGERY,2017/12/07 00:00:00,http://www.juvenilecircuit2.org/,JUVENILE,16,0.00268917557809,342.521916495944,2.87825032748e-07
1284,1675,10003773,"PENITENTIARY OF NEW MEXICO, LEVEL VI UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,OPEN,300,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/apd/facilities.html,12/18/2017,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MAXIMUM,-999,0.0162619703782,1995.5774329238,1.46091117344e-05
1285,1676,10003776,"PENITENTIARY OF NEW MEXICO, OLD MAIN UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,NOT AVAILABLE,(505) 827-8201,STATE,CLOSED,0,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/pio/old_main.html,12/18/2017,IMAGERY,2017/12/18 00:00:00,http://corrections.state.nm.us/prisons/pnm.html,NOT AVAILABLE,-999,0.0162879098307,1995.71844852783,1.45718509681e-05
1286,1677,10000497,OKEECHOBEE COUNTY JAIL,504 NW 4TH ST,OKEECHOBEE,FL,34972,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,244,OKEECHOBEE,12093,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/jails/, https://www.okeesheriff.org/",2/21/2018,IMAGERY,2018/02/21 00:00:00,https://www.okeesheriff.org/,MAXIMUM,232,0.00533306730741,630.062546711379,9.86757627437e-07
1287,1678,10001960,CENTRAL NM CORRECTIONAL FACILITY / MAIN / LEVEL II UNIT,1525 MORRIS RD,LOS LUNAS,NM,87031,NOT AVAILABLE,(505) 383-3359,STATE,OPEN,955,VALENCIA,35061,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,7/27/2016,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MAXIMUM,966,0.0254393918768,3185.41698199281,2.41042585616e-05
1288,1679,10003307,RED ONION STATE PRISON,10800 H JACK ROSE HWY,POUND,VA,24279,NOT AVAILABLE,(276) 796-7510,STATE,OPEN,851,WISE,51195,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,9/22/2015,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,987,0.0108044693706,1339.82631639369,7.93977803754e-06
1289,1680,10006218,RIVER NORTH CORRECTIONAL CENTER,329 DELL BROOK LANE,INDEPENDENCE,VA,24348,NOT AVAILABLE,(276) 773-2518,STATE,OPEN,897,GRAYSON,51077,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,3/16/2016,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MEDIUM,1000,0.0100621192598,1212.76176980542,5.75153122581e-06
1290,1681,10005635,DUBOIS COUNTY JAIL,255 BRUCKE STRASSE,JASPER,IN,47546,NOT AVAILABLE,(812) 482-3522,COUNTY,OPEN,77,DUBOIS,18037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.duboiscountysd.com/index.html, http://www.duboiscountyin.org/offices/corrections.html",3/5/2018,IMAGERY,2018/03/05 00:00:00,http://www.duboiscountysd.com/index.html,NOT AVAILABLE,98,0.00481535782866,598.4382481341,6.44969792265e-07
1291,1682,10006556,CAMP AVERY PARK CAMP,198 AVERY LANE,TROY,MO,63379,NOT AVAILABLE,(636) 528-8800,STATE,OPEN,24,LINCOLN,29113,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,2/17/2017,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,36,0.00326333043159,401.991620353047,5.02940758327e-07
1292,1683,10002794,ECTOR COUNTY YOUTH CENTER,1401 E YUKON RD,ODESSA,TX,79762,NOT AVAILABLE,(432) 362-6356,COUNTY,OPEN,-999,ECTOR,48135,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tjjd.texas.gov/publications/other/searchfacilityregistryresults.aspx?SelectedFacilityType=YKSBbGCMUWM=&SelectedSortBy=laExhobORj5ZHimppFKN0Q==&IncludeInactive=bZL7qeN3IjY=,4/26/2018,IMAGERY,2018/04/26 00:00:00,NOT AVAILABLE,JUVENILE,21,0.00523961249886,631.656217135025,8.40195222019e-07
1293,1684,10005761,STOREY COUNTY JAIL,911 STATE ROUTE 341 S,VIRGINIA CITY,NV,89440,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,STOREY,32029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.storeycounty.org/313/Sheriff,4/9/2018,IMAGERY,2018/04/09 00:00:00,http://www.storeycounty.org/313/Sheriff,NOT AVAILABLE,25,0.00228041854179,280.081605435924,2.71420853281e-07
1294,1685,10005902,DELMINA WOODS YOUTH FACILITY,8872 STATE HIGHWAY H,FORSYTH,MO,65653,NOT AVAILABLE,(417) 634-3196,STATE,OPEN,18,CHRISTIAN,29213,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,4/20/2017,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,24,0.00830118881956,978.752156167795,2.99266731694e-06
1295,1686,10003787,"CENTRAL NM CORRECTIONAL FACILITY, LEVEL I UNIT",3201 HIGHWAY 314 SW,LOS LUNAS,NM,87031,NOT AVAILABLE,(505) 865-2728,STATE,OPEN,350,VALENCIA,35061,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,7/27/2016,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MINIMUM,336,0.0121003477153,1490.94036096247,7.21840163409e-06
1296,1687,10004053,FULTON TREATMENT CENTER,1650 STATE HWY O,FULTON,MO,65251,NOT AVAILABLE,(573) 592-4188,STATE,OPEN,23,CALLAWAY,29027,USA,922140,CORRECTIONAL INSTITUTIONS,"https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/, https://dss.mo.gov/re/dysar.htm",6/30/2016,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,30,0.00524467057406,664.663278467913,1.61361644862e-06
1297,1688,10003289,RUSTBURG CORRECTIONAL UNIT #9,479 CAMP NINE RD,RUSTBURG,VA,24588,NOT AVAILABLE,(434) 332-7354,STATE,OPEN,149,CAMPBELL,51031,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,7/6/2017,IMAGERY/OTHER,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MINIMUM,157,0.00573012367701,676.559577962172,1.17529912553e-06
1298,1689,10003769,SPRINGER CORRECTIONAL CENTER,201 ROAD HWY 468,SPRINGER,NM,87747,NOT AVAILABLE,(575) 483-3100,STATE,OPEN,271,COLFAX,35007,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,6/9/2016,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MINIMUM,294,0.0160659663635,1954.80679055826,1.57662626472e-05
1299,1690,10000925,ST. BRIDES CORRECTIONAL CENTER,701 SANDERSON RD,CHESAPEAKE,VA,23328,6482,(757) 421-6600,STATE,OPEN,1174,CHESAPEAKE,51550,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,11/18/2014,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MEDIUM,1214,0.0141139861275,1738.26329697346,1.18709938042e-05
1300,1691,10004892,ELKHART COUNTY CORRECTIONS CENTER,26861 C.R. 26,ELKHART,IN,46517,NOT AVAILABLE,(574) 891-2100,COUNTY,OPEN,782,ELKHART,18039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.elkhartcountysheriff.com/divisions/corrections/,3/5/2018,IMAGERY,2018/03/05 00:00:00,http://www.elkhartcountysheriff.com/divisions/corrections/,MAXIMUM,936,0.0124302307552,1569.00909469899,3.49417392779e-06
1301,1692,10002990,WASHOE COUNTY DETENTION FACILITY,911 PARR BLVD,RENO,NV,89512,NOT AVAILABLE,(775) 328-2971,COUNTY,OPEN,1085,WASHOE,32031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.washoesheriff.com/,4/9/2018,IMAGERY,2018/04/09 00:00:00,https://www.washoesheriff.com/,MAXIMUM,1124,0.0110438580995,1349.95440904113,5.59076953907e-06
1302,1693,10006557,GENTRY RESIDENTIAL TREATMENT CENTER,2001 DYS DRIVE,CABOOL,MO,65689,NOT AVAILABLE,(417) 962-4344,STATE,OPEN,20,TEXAS,29215,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,4/20/2017,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,24,0.00348782489164,427.83750634743,7.81367364469e-07
1303,1694,10006792,KALAMAZOO COUNTY JUVENILE HOME,1424 GULL ROAD,KALAMAZOO,MI,49048,NOT AVAILABLE,(269) 385-8550,COUNTY,OPEN,-999,KALAMAZOO,26077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kalcounty.com/courts/kcjh/,3/21/2018,IMAGERY,2018/03/21 00:00:00,http://www.kalcounty.com/courts/kcjh/,JUVENILE,40,0.00797908395886,973.596480855583,1.3479767133e-06
1304,1695,10004062,HILLSBORO TREATMENT CENTER,10434 STATE RD BB,HILLSBORO,MO,63050,NOT AVAILABLE,(636) 797-9813,STATE,OPEN,18,JEFFERSON,29099,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,6/8/2015,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,24,0.00407541179704,495.951407509225,8.07399441535e-07
1305,1696,10001593,SUSSEX I STATE PRISON,24414 MUSSELWHITE DR,WAVERLY,VA,23891,1111,(804) 834-9967,STATE,OPEN,1131,SUSSEX,51183,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,5/23/2017,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,1227,0.0130949030257,1615.20974425849,1.08354759535e-05
1306,1697,10001594,SUSSEX II STATE PRISON,24427 MUSSELWHITE DR,WAVERLY,VA,23891,2222,(804) 834-2678,STATE,OPEN,1258,SUSSEX,51183,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,11/3/2015,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,1302,0.015832203183,1947.45168563601,1.1250661557e-05
1307,1698,10005867,HOGAN STREET REGIONAL YOUTH CENTER,1839 HOGAN STREET,SAINT LOUIS,MO,65109,NOT AVAILABLE,(314) 340-7434,STATE,OPEN,35,ST. LOUIS CITY,29510,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,11/15/2016,IMAGERY/OTHER,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,36,0.00220194798188,273.355051920176,2.92993203784e-07
1308,1699,10003795,"SOUTHERN NM CORRECTIONAL FACILITY, LEVEL III UNIT",1983 JOE R SILVA BLVD,LAS CRUCES,NM,88004,0639,(575) 523-3200,STATE,OPEN,440,DONA ANA,35013,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,7/21/2017,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MAXIMUM,480,0.0184947034379,2262.99304266665,2.18391105892e-05
1309,1700,10002171,"ORANGE COUNTY DETENTION CENTER, MAIN FACILITY",3723 VISION BLVD,ORLANDO,FL,32839,NOT AVAILABLE,(407) 836-3400,COUNTY,OPEN,1000,ORANGE,12095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.orangecountyfl.net/JailInmateServices.aspx#.Wo3LVvnwbmG,2/21/2018,IMAGERY,2018/02/21 00:00:00,http://www.orangecountyfl.net/JailInmateServices.aspx#.Wo3LVvnwbmG,MAXIMUM,1053,0.0097388173264,1166.11650338511,3.55922592726e-06
1310,1701,10001249,ROSWELL CORRECTIONAL CENTER,578 W CHICKASAW RD,HAGERMAN,NM,88232,NOT AVAILABLE,(575) 625-3100,STATE,OPEN,339,CHAVES,35005,USA,922140,CORRECTIONAL INSTITUTIONS,http://cd.nm.gov/prea/prea.html,2/18/2016,IMAGERY,2017/12/18 00:00:00,http://cd.nm.gov/apd/facilities.html,MINIMUM,340,0.00817875721307,998.692530909672,2.46925147924e-06
1311,1702,10001591,WALLENS RIDGE STATE PRISON,272 DOGWOOD DR,BIG STONE GAP,VA,24219,NOT AVAILABLE,(276) 523-3310,STATE,OPEN,1062,WISE,51195,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,4/28/2016,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MAXIMUM,1212,0.0104385704507,1290.45203048819,7.78601819143e-06
1312,1703,10002167,"ORANGE COUNTY DETENTION CENTER, PHOENIX FACILITY",3723 VISION BLVD,ORLANDO,FL,32839,NOT AVAILABLE,(407) 836-3400,COUNTY,OPEN,286,ORANGE,12095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.orangecountyfl.net/JailInmateServices.aspx#.Wo3LVvnwbmG,2/21/2018,IMAGERY,2018/02/21 00:00:00,http://www.orangecountyfl.net/JailInmateServices.aspx#.Wo3LVvnwbmG,NOT AVAILABLE,288,0.00435844566234,520.425767004502,5.68127345193e-07
1313,1704,10004893,ELKHART COUNTY JUVENILE DETENTION CENTER,114 N 2ND ST,GOSHEN,IN,46526,NOT AVAILABLE,(574) 534-1312,COUNTY,NOT AVAILABLE,14,ELKHART,18039,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.in.gov/idoc/dys/2481.htm, http://wsbt.com/news/local/elkhart-county-moving-to-build-new-juvenile-detention-center",3/5/2018,IMAGERY,2018/03/05 00:00:00,NOT AVAILABLE,JUVENILE,17,0.000854543593345,114.958511378898,4.29982527875e-08
1314,1705,10006456,DAPHNE CORRECTIONS CENTER,1502 US HWY 98,DAPHNE,AL,36526,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,BALDWIN,01003,USA,922140,CORRECTIONAL INSTITUTIONS,http://daphnepolice.org/,5/11/2018,IMAGERY,2018/05/11 00:00:00,http://daphnepolice.org/,NOT AVAILABLE,74,0.00288626394286,347.16109821681,3.82047934516e-07
1315,1706,10006558,LANGSFORD HOUSE YOUTH CENTER,525 SE 2ND STREET,LEES SUMMIT,MO,64063,NOT AVAILABLE,(816) 622-0999,STATE,OPEN,8,JACKSON,29095,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/,12/6/2016,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,12,0.00123252682454,153.3926364059,9.17220154455e-08
1316,1707,10006559,CORNERSTONE,1250 EAST BROWN SCHOOL RD,COLUMBIA,MO,65202,NOT AVAILABLE,(573) 449-3756,STATE,OPEN,12,BOONE,29019,USA,922140,CORRECTIONAL INSTITUTIONS,"https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/, https://dss.mo.gov/re/dysar.htm",6/30/2016,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,10,0.00300048847124,389.736884531407,4.14938436765e-07
1317,1708,10005875,GREEN GABLES LODGE,275 GREEN GABLE DRIVE,MACKS CREEK,MO,65786,NOT AVAILABLE,(573) 363-5352,STATE,CLOSED,0,CAMDEN,29029,USA,922140,CORRECTIONAL INSTITUTIONS,https://dss.mo.gov/re/pdf/dys/youth-services-annual-report-fy16.pdf,3/15/2016,IMAGERY,2017/12/07 00:00:00,NOT AVAILABLE,JUVENILE,12,0.00677986212211,810.066197028947,1.88741786274e-06
1318,1709,10003781,NORTHWEST NEW MEXICO CORRECTIONAL CENTER,1700 EAST OLD HIGHWAY 66,GRANTS,NM,87020,NOT AVAILABLE,(505) 287-2941,STATE,OPEN,-999,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.corecivic.com/facilities,12/18/2017,IMAGERY,2017/12/18 00:00:00,http://www.corecivic.com/facilities,MAXIMUM,-999,0.00790393563953,985.499418274157,3.90700695458e-06
1319,1710,10001246,GUADALUPE COUNTY CORRECTIONAL FACILITY,SOUTH HWY 54,SANTA ROSA,NM,88435,NOT AVAILABLE,(575) 472-1001,STATE,OPEN,588,GUADALUPE,35019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://cd.nm.gov/pio/docs/2013-2014_Annual_Report.pdf, https://www.geogroup.com/Locations",10/13/2017,IMAGERY/OTHER,2017/10/13 00:00:00,https://www.geogroup.com/Locations,CLOSE,600,0.0088169891777,1099.60497995059,5.10318677422e-06
1320,1711,10002380,BON AIR JUVENILE CORRECTIONAL CENTER,1900 CHATSWORTH AVE,RICHMOND,VA,23235,NOT AVAILABLE,(804) 323-2550,STATE,OPEN,178,CHESTERFIELD,51041,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.djj.virginia.gov/pages/residential/residential-services.htm,11/20/2015,IMAGERY,2018/01/22 00:00:00,http://www.djj.virginia.gov/pages/residential/residential-services.htm,JUVENILE,284,0.0142572482203,1810.78548671316,8.73134800753e-06
1321,1712,10002168,ORANGE COUNTY FEMALE DETENTION CENTER,3723 VISION BLVD,ORLANDO,FL,32839,NOT AVAILABLE,(407) 836-3400,COUNTY,OPEN,473,ORANGE,12095,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.orangecountyfl.net/JailInmateServices.aspx#.Wo3LVvnwbmG,2/21/2018,IMAGERY,2018/02/21 00:00:00,http://www.orangecountyfl.net/JailInmateServices.aspx#.Wo3LVvnwbmG,MAXIMUM,652,0.00453900680052,533.670439857229,1.00731948104e-06
1322,1713,10003831,KENT COUNTY CORRECTIONAL FACILITY,703 BALL AVE NE,GRAND RAPIDS,MI,49503,NOT AVAILABLE,(616) 632-6400,COUNTY,OPEN,1071,KENT,26081,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.accesskent.com/Sheriff/,3/21/2018,IMAGERY,2018/03/21 00:00:00,https://www.accesskent.com/Sheriff/,MAXIMUM,1100,0.0101919239887,1316.51131167172,2.90395843591e-06
